,学生ID,生源省市,性别,民族,政治面貌.群众,政治面貌.团员,政治面貌.预备党员,裸眼视力(左),裸眼视力(右),身高,体重,考生类型,外语语种,学科类型.理工,学科类型.文史,学科类型.文理综合,年份,成绩,学部.理学部,学部.经济与管理学部,学部.人文学部,学部.社会科学学部,学部.信息与工程科学部,优惠加分,大类,大类.普通,大类.自招,大类.国防定向等,大类.筑梦,大类.特长生,高三排名,成绩方差,专利数,社会活动,获奖数,竞赛成绩
331,f6fde30e8584eb831f9d,吉林省,1,0,0,1,0,4.5,5,170,51,城镇应届,1,1,0,0,1,705,0,1,0,0,0,1,博雅,0,1,0,0,0,0.007017544,-0.262022726,0,0.085714286,0.179487179,0
332,76e99a9f853a598af4c2,吉林省,0,1,0,1,0,,,174,58,城镇应届,1,1,0,0,1,642,1,0,0,0,0,5,自主,0,1,0,0,0,0.002380952,-0.262237552,0,0,0.256410256,0.793103448
345,4c4eab2257c86529334f,吉林省,1,1,0,1,0,,,164,54,城镇应届,1,0,1,0,1,654,0,0,0,0,0,0,普通,1,0,0,0,0,0.00476758,-0.261543288,0,0.085714286,0.256410256,0
431,a4a66d8eb14ac9412a96,吉林省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,703,0,1,0,0,0,4,博雅,0,1,0,0,0,0.005405405,-0.161382604,0,0.085714286,0.179487179,0.068965517
562,7b95c86f71bd82a2b679,吉林省,0,1,0,1,0,0.6,0.6,175,55,城镇应届,1,1,0,0,1,674,0,0,0,0,1,5,自主,0,1,0,0,0,0.04172851,1.18E-15,0,0.057142857,0.076923077,0.103448276
589,12a54ad4c53b02f17149,吉林省,0,1,0,1,0,1,1,174,75,城镇应届,1,1,0,0,1,686,1,0,0,0,0,1,博雅,0,1,0,0,0,0.000724638,-0.262242466,0,0.028571429,0.307692308,0.034482759
661,b3ebf2ad565861ea51cc,吉林省,1,1,0,1,0,0.7,0.8,168,70,城镇应届,1,0,1,0,1,638,0,0,1,0,0,0,普通,1,0,0,0,0,0.000730994,-0.262203527,0,0.028571429,0.076923077,0
749,6d1bf862bebbc95d2e09,吉林省,1,1,0,1,0,4.5,5,170,52,城镇应届,1,0,1,0,1,635,0,0,0,1,0,1,博雅,0,1,0,0,0,0.004,-0.258689456,0,0.028571429,0.128205128,0
773,fe8fcc686ce847b964d2,吉林省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,649,1,0,0,0,0,5,自主,0,1,0,0,0,0.04172851,1.18E-15,0,0,0.076923077,0.137931034
836,c26fd39c60ff3b56eee2,吉林省,1,1,0,1,0,4.7,4.8,162,50,城镇往届,1,1,0,0,1,708,0,1,0,0,0,0,普通,1,0,0,0,0,0.11971831,0.483992016,0,0.057142857,0.102564103,0
15,7e059d4e198ccf274add,江苏省,0,1,0,1,0,,,182,66,城镇应届,1,1,0,0,1,296,0,0,0,0,1,4,博雅,0,1,0,0,0,0.001158749,-0.260629156,0,0.228571429,0.205128205,0
20,38a0e9d389400ae2c264,江苏省,1,1,0,1,0,4.9,4.9,167,54,农村应届,1,1,0,0,1,290,0,0,0,1,0,3,筑梦,0,0,0,1,0,0.006034483,-0.261778358,0,0,0.102564103,0
57,171a6bebfc01a134f2e0,江苏省,0,1,1,0,0,4.2,4.7,173,55,城镇应届,1,1,0,0,1,295,0,0,0,0,1,3,博雅,0,1,0,0,0,0.033928571,-0.246033893,0,0.085714286,0.205128205,0
109,ebe7fc2af65b482c3089,江苏省,1,1,0,1,0,,,171,60,农村应届,1,1,0,0,1,282,1,0,0,0,0,4,自主,0,1,0,0,0,0.005763689,-0.261259036,0,0,0.076923077,0.137931034
235,a514d77d0fb6cd72628b,江苏省,0,1,0,1,0,4,4,172,60,城镇应届,1,1,0,0,1,305,1,0,0,0,0,3,博雅,0,1,0,0,0,0.012373453,-0.03872395,0,0.085714286,0.205128205,0.103448276
254,c32d20cbc794d1557be1,江苏省,0,1,0,1,0,4.3,4.3,172,65,城镇应届,1,1,0,0,1,286,0,0,0,0,1,5,自主,0,1,0,0,0,0.076,1.18E-15,0,0.114285714,0.256410256,0.034482759
259,b7c0edebd1477a321388,江苏省,0,1,0,1,0,4.1,4.1,175,75,城镇应届,1,1,0,0,1,303,0,0,0,0,1,1,博雅,0,1,0,0,0,0.003773585,-0.201316606,0,0.114285714,0.256410256,0.137931034
310,d4f7cf5df427a2b4ca46,江苏省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,288,0,0,0,0,1,2,博雅,0,1,0,0,0,0.050505051,-0.222851848,0,0.057142857,0.58974359,0.103448276
405,3a76356dfdb570ca20bf,江苏省,0,1,0,1,0,4.6,4.6,170,64,城镇应届,1,1,0,0,1,285,0,0,0,0,1,5,博雅,0,1,0,0,0,0.002469136,-0.262226092,0,0.142857143,0.41025641,0.448275862
435,58f0cd1a053221061397,江苏省,0,1,0,1,0,5.1,4.5,167,63,城镇应届,1,1,0,0,1,294,0,1,0,0,0,2,博雅,0,1,0,0,0,0.004048583,-0.262137557,0,0.342857143,0.461538462,0.103448276
438,078803c1afa96d35ab5e,江苏省,1,1,0,1,0,4,4.1,167,65,城镇应届,1,0,1,0,1,302,0,0,0,0,0,0,普通,1,0,0,0,0,0.005588235,-0.222600246,0,0.085714286,0.205128205,0
458,3a70ded801a9a0cf71a1,江苏省,0,1,0,1,0,5.2,5.2,175,60,城镇应届,1,1,0,0,1,299,0,1,0,0,0,4,博雅,0,1,0,0,0,0.000712251,-0.262227173,0,0.171428571,0.205128205,0.068965517
530,7c91faabc7bb919d3255,江苏省,0,1,0,1,0,4.4,4.4,177,65,城镇应届,1,1,0,0,1,315,0,1,0,0,0,3,博雅,0,1,0,0,0,0.006938422,-0.261834864,0,0.085714286,0.282051282,0.034482759
559,5513ecb960d9f440345c,江苏省,0,1,0,1,0,4.3,4.1,171,61,城镇应届,1,1,0,0,1,296,0,0,0,0,1,2,自主,0,1,0,0,0,0.334615385,0.890011748,0,0.057142857,0.307692308,0.517241379
642,93e61c5227df66ac71b5,江苏省,1,1,0,1,0,4.5,4.6,163,51,城镇应届,1,1,0,0,1,277,0,0,1,0,0,4,自主,0,1,0,0,0,0.04172851,1.18E-15,0,0.057142857,0.512820513,0
672,9a7ecef292a3dcf60e36,江苏省,1,1,0,1,0,4.8,4.8,165,60,城镇应届,1,0,1,0,1,299,0,1,0,0,0,3,博雅,0,1,0,0,0,0.0075,-0.261691739,0,0.142857143,0.282051282,0
780,9c17e2f330d237af8bb1,江苏省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,287,0,0,0,0,1,2,博雅,0,1,0,0,0,0.009940358,-0.162999567,0,0.085714286,0.256410256,0
795,0c0c89f232f50715aa9c,江苏省,1,1,0,1,0,,,163,51,城镇应届,1,1,0,0,1,294,1,0,0,0,0,4,自主,0,1,0,0,0,0.007092199,-0.258396771,0,0.028571429,0.153846154,0.034482759
825,5a40743649733bacf359,江苏省,1,1,0,1,0,4.8,4.8,168,56,城镇应届,1,1,0,0,1,314,0,0,0,1,0,1,博雅,0,1,0,0,0,0.057297297,-0.249088157,0,0.085714286,0.307692308,0.068965517
871,39db1f8353673f38d730,江苏省,1,1,0,1,0,,,164,54,城镇应届,1,1,0,0,1,306,0,0,0,0,1,1,博雅,0,1,0,0,0,0.000881057,-0.261646359,0,0.171428571,0.358974359,0.103448276
904,8f9c2b11454eed1ca4d9,江苏省,1,1,0,1,0,,,164,54,城镇应届,1,0,1,0,1,302,0,0,0,0,0,0,普通,1,0,0,0,0,0.00631769,-0.222028693,0,0.057142857,0.282051282,0
986,ebccd6a3bbd6e999d9a3,江苏省,0,1,0,1,0,4.6,4.6,175,66,城镇应届,1,1,0,0,1,318,0,1,0,0,0,1,博雅,0,1,0,0,0,0.022058824,1.956554466,0,0.142857143,0.41025641,0.068965517
268,17e1fe44e1e434acb53a,江西省,0,1,0,1,0,4.9,4.5,171,75,城镇应届,1,1,0,0,1,671,1,0,0,0,0,2,自主,0,1,0,0,0,0.04172851,1.18E-15,0,0,0.230769231,0.275862069
301,5799f5bdf72ef887cfce,江西省,0,1,0,1,0,4.6,4.7,176,65,农村应届,1,1,0,0,1,669,0,0,0,0,1,4,博雅,0,1,0,0,0,0.357142857,1.43184822,0,0,0.051282051,0
336,ceb8293684d72956352a,江西省,0,1,0,1,0,1,1,174,55,农村应届,1,1,0,0,1,651,0,0,0,1,0,3,筑梦,0,0,0,1,0,0.02,0.08591186,0,0.028571429,0.102564103,0
341,c182cfa14e7ef9cc0cf9,江西省,0,1,0,1,0,,,180,81,城镇应届,1,1,0,0,1,659,0,0,0,0,1,1,博雅,0,1,0,0,0,0.000833333,-0.258435898,0,0.028571429,0.333333333,0.034482759
384,c26fc7dd8f72424216f6,江西省,1,1,0,1,0,4.8,4.7,172,50,城镇应届,1,0,1,0,1,615,0,1,0,0,0,3,博雅,0,1,0,0,0,0.004444444,-0.261708459,0,0.171428571,0.256410256,0
573,58c61d8be43124a8bd62,江西省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,629,1,0,0,0,0,5,自主,0,1,0,0,0,0.015217391,-0.258920999,0,0,0.025641026,0.137931034
574,562a7a91d51d91c8387a,江西省,0,1,1,0,0,1.5,1,180,65,城镇应届,1,1,0,0,1,644,0,0,0,0,1,4,自主,0,1,0,0,0,0.000813008,-0.26223763,0,0,0,0
696,5fd60162b0ba5f23138f,江西省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,677,1,0,0,0,0,2,自主,0,1,0,0,0,0.000711744,-0.226038723,0,0,0.128205128,0.103448276
778,d8d52323f4923930e9f2,江西省,0,1,0,1,0,4.4,4.5,173,49,农村应届,1,1,0,0,1,667,0,0,0,0,0,0,国家专项,0,0,1,0,0,0.00297619,-0.259601055,0,0,0.102564103,0.068965517
851,27a0df53ee355022112c,江西省,0,1,0,1,0,4.5,4.6,173,70,城镇应届,1,1,0,0,1,647,1,0,0,0,0,5,自主,0,1,0,0,0,0.012727273,-0.239118183,0,0.057142857,0.230769231,0.310344828
877,7ca9b1df45a5c43ec791,江西省,1,1,0,1,0,4.7,4.8,160,56,城镇应届,1,1,0,0,1,674,0,0,0,0,0,0,国家专项,0,0,1,0,0,0.25,0.457690701,0,0.171428571,0.282051282,0.206896552
979,52affdc69272055e5bbb,江西省,0,1,0,1,0,4.8,4.9,165,51,农村应届,1,1,0,0,1,686,0,1,0,0,0,5,博雅,0,1,0,0,0,0.020576132,-0.262039773,0,0,0.205128205,0.034482759
87,971e495b8a2ee5afcf6f,辽宁省,0,1,0,1,0,4.8,4.8,175,120,城镇应届,1,1,0,0,1,678,1,0,0,0,0,1,自主,0,1,0,0,0,0.007722008,-0.254701108,0,0.314285714,0.384615385,0
465,b6bb102779f51b0e4636,辽宁省,0,1,0,1,0,4.2,4.3,174,60,城镇应届,1,1,0,0,1,652,1,0,0,0,0,5,自主,0,1,0,0,0,0.195378151,0.121355412,0,0.028571429,0.051282051,0.137931034
470,9ed9195a91449bf6c414,辽宁省,1,1,0,1,0,0.5,0.5,162,43,城镇应届,1,1,0,0,1,670,1,0,0,0,0,4,自主,0,1,0,0,0,0.001030928,-0.260456155,0,0.085714286,0.384615385,0
783,5264c3d86da84385852f,辽宁省,0,0,0,1,0,0.6,0.6,177,52,城镇应届,1,1,0,0,1,674,0,0,0,0,1,5,自主,0,1,0,0,0,0.134177215,0.07128948,0,0.114285714,0.153846154,0.172413793
812,6935e2f7599d3278ae45,辽宁省,0,1,0,1,0,1,1.2,172,60,城镇应届,1,1,0,0,1,683,1,0,0,0,0,5,自主,0,1,0,0,0,0.014344262,-0.259373251,0,0.057142857,0.128205128,0.103448276
831,7d66f03e3471ec327d49,辽宁省,1,0,0,1,0,4.4,4.4,163,60,城镇应届,1,0,1,0,1,617,0,0,0,1,0,2,博雅,0,1,0,0,0,0.039310345,-0.252628599,0,0.114285714,0.205128205,0
973,b99648e784ed1ce30089,辽宁省,1,1,0,1,0,,,164,54,城镇应届,1,1,0,0,1,687,1,0,0,0,0,0,普通,1,0,0,0,0,0.04172851,1.18E-15,0,0.085714286,0.128205128,0.068965517
989,4af07e9beb5b343fe532,辽宁省,0,1,0,1,0,4.1,4.3,171,72,农村应届,1,1,0,0,1,669,1,0,0,0,0,2,筑梦,0,0,0,1,0,0.002707581,0.009231968,0,0.085714286,0.025641026,0.068965517
142,f3d83da198e1559b916c,内蒙古自治区,1,1,0,1,0,,,171,65,城镇应届,1,0,1,0,1,635,0,0,0,1,0,1,博雅,0,1,0,0,0,0.002173913,-0.261778968,0,0.057142857,0.128205128,0
159,9d2e09326d3f5997dd5c,内蒙古自治区,0,0,0,0,1,,,176,67,城镇应届,1,0,1,0,1,602,0,0,0,1,0,0,国家专项,0,0,1,0,0,0.002,-0.261770403,0,0,0.025641026,0
189,a0ef5c59dc2e04a8227f,内蒙古自治区,1,0,0,1,0,,,169,50,城镇应届,1,1,0,0,1,676,1,0,0,0,0,1,博雅,0,1,0,0,0,0.455135135,2.929750523,0,0.057142857,0.051282051,0.034482759
210,381368270ce95cfe7137,内蒙古自治区,0,0,0,1,0,5.1,5.1,190,105,农村应届,1,1,0,0,1,670,1,0,0,0,0,0,国家专项,0,0,1,0,0,0.008247423,-0.260319136,0,0,0,0
472,aae729687e21ea436c19,内蒙古自治区,0,1,0,1,0,5.1,5.1,172,63,城镇应届,1,1,0,0,1,679,1,0,0,0,0,1,博雅,0,1,0,0,0,0.005882353,-0.26113433,0,0,0.102564103,0
477,934f29bafcfc130067b8,内蒙古自治区,1,1,0,1,0,4.5,4.5,169,63,城镇应届,1,0,1,0,1,633,0,1,0,0,0,2,博雅,0,1,0,0,0,0.04556962,-0.150765177,0,0.028571429,0.051282051,0
510,338a8a294444b98e94f7,内蒙古自治区,0,0,0,1,0,,,176,67,城镇应届,1,1,0,0,1,655,1,0,0,0,0,5,自主,0,1,0,0,0,0.000277008,-0.26223755,0,0,0.025641026,0
544,3b4ccc72770c53d364f4,内蒙古自治区,0,1,0,1,0,5,5.2,180,102,城镇应届,1,1,0,0,1,666,1,0,0,0,0,4,自主,0,1,0,0,0,0.005014327,-0.261937155,0,0.028571429,0.102564103,0.103448276
599,bc5a69b9115af433bfa1,内蒙古自治区,1,1,0,1,0,,,168,54,城镇应届,1,0,1,0,1,631,0,0,0,1,0,0,普通,1,0,0,0,0,0.04172851,1.18E-15,0,0.028571429,0.076923077,0
634,876d3513652610aaa36e,内蒙古自治区,0,0,0,1,0,4.8,4.8,175,60,农村应届,1,1,0,0,1,665,1,0,0,0,0,1,筑梦,0,0,0,1,0,0.000452489,-0.262226537,0,0.057142857,0.076923077,0
951,52b60a9da8c7f5745f95,内蒙古自治区,1,1,0,1,0,4.3,4.3,168,66,城镇应届,1,0,1,0,1,610,0,0,0,1,0,1,博雅,0,1,0,0,0,0.14,3.557799281,0,0.028571429,0.076923077,0
972,7b35562fe839b9f2b0bb,内蒙古自治区,1,1,0,1,0,,,170,53,城镇应届,1,0,1,0,1,627,0,1,0,0,0,0,普通,1,0,0,0,0,0.2,1.340536167,0,0.114285714,0.051282051,0
65,9bb5593589a9cf2ebb47,宁夏回族自治区,1,1,0,1,0,,,168,53,城镇应届,1,0,1,0,1,641,0,0,0,1,0,0,普通,1,0,0,0,0,0.001428571,-0.262106789,0,0.028571429,0,0
162,eafa729e12752eb69237,宁夏回族自治区,1,1,0,1,0,4,4,160,45,城镇应届,1,1,0,0,1,653,1,0,0,0,0,2,博雅,0,1,0,0,0,0.005960265,-0.058288598,0,0.028571429,0.128205128,0
295,0def1b62b9b182f57657,宁夏回族自治区,1,1,0,1,0,4.8,4.9,170,68,城镇应届,1,0,1,0,1,637,0,0,1,0,0,0,普通,1,0,0,0,0,0.00058651,-0.255222984,0,0.085714286,0,0
387,c26a933d6f80ce6f72f9,宁夏回族自治区,0,1,0,1,0,4.3,4.2,180,60,城镇应届,1,1,0,0,1,654,0,0,0,0,0,0,国家专项,0,0,1,0,0,0.103658537,-0.090881322,0,0.028571429,0.051282051,0
255,77e2a12fad3580d54c29,青海省,0,0,0,1,0,4.8,4.9,168,55,农村应届,1,1,0,0,1,634,1,0,0,0,0,1,筑梦,0,0,0,1,0,0.000772798,-0.250185213,0,0,0.025641026,0
630,7a4b34bf49d265d2b978,青海省,0,1,0,1,0,4.6,4.7,174,61,农村应届,1,1,0,0,1,608,0,0,0,1,0,0,国家专项,0,0,1,0,0,0.290410959,-0.262245872,0,0,0.076923077,0
80,6058363b49731b7b47d9,山东省,1,1,0,1,0,,,164,54,城镇应届,1,1,0,0,1,676,1,0,0,0,0,5,自主,0,1,0,0,0,0.078571429,-0.262245872,0,0,0.205128205,0.620689655
99,c9892c6a398228184ad2,山东省,1,1,0,1,0,,,164,54,城镇应届,1,0,1,0,1,640,0,0,0,0,0,3,博雅,0,1,0,0,0,0.063636364,-0.207396779,0,0.028571429,0.102564103,0
143,648b43e9f93ff2b3c45d,山东省,0,1,0,1,0,4.85,5,176,60,农村应届,1,1,0,0,1,662,1,0,0,0,0,3,筑梦,0,0,0,1,0,0.003623188,-0.262070385,0,0.028571429,0.051282051,0
150,07d4c193d72f5d600024,山东省,0,1,0,1,0,1,1,180,60,城镇应届,1,0,1,0,1,638,0,0,0,1,0,0,普通,1,0,0,0,0,0.009027081,-0.261624702,0,0.057142857,0.128205128,0
193,0c049c825be79fbe455f,山东省,1,1,0,1,0,4,4,162,48,城镇应届,1,0,1,0,1,642,0,0,1,0,0,0,普通,1,0,0,0,0,0.050943396,-0.201102027,0,0.085714286,0.282051282,0
280,5d7dfd30d947e9bf0a34,山东省,0,1,0,1,0,4.3,4.4,168,63,农村应届,1,1,0,0,1,685,1,0,0,0,0,2,筑梦,0,0,0,1,0,0.005943536,-0.261444624,0,0.028571429,0.076923077,0
284,ee47a4354776d45a6363,山东省,1,1,0,1,0,4.6,4.6,175,86,城镇应届,1,1,0,0,1,694,0,0,0,0,1,4,博雅,0,1,0,0,0,0.050420168,-0.207577556,0,0.2,0.205128205,0.137931034
459,3fb782f0da593a862429,山东省,0,1,0,1,0,,,176,67,城镇应届,1,0,1,0,1,649,0,0,0,0,0,1,博雅,0,1,0,0,0,0.34375,1.839288289,0,0.028571429,0.230769231,0
486,37e0f8d47d1ff130ee55,山东省,1,1,0,1,0,5,5,168,58,农村应届,1,0,1,0,1,616,0,0,1,0,0,1,筑梦,0,0,0,1,0,0.04172851,1.18E-15,0,0,0.102564103,0.206896552
590,b461df02c6c36c2f28a1,山东省,0,1,0,1,0,0.8,0.8,183,72,城镇应届,1,1,0,0,1,690,0,0,0,0,1,1,博雅,0,1,0,0,0,0.084606345,-0.176847578,0,0.028571429,0.230769231,0
664,3206a13a491da10b4d55,山东省,0,1,0,1,0,1,0.9,173,60,城镇应届,1,0,1,0,1,636,0,0,0,1,0,0,普通,1,0,0,0,0,0.008333333,-0.261778108,0,0.085714286,0.384615385,0
723,4d1c910e3d6e15a0ccaa,山东省,0,1,0,1,0,0.6,0.6,170,68,城镇应届,1,0,1,0,1,630,0,0,0,1,0,2,博雅,0,1,0,0,0,0.046540881,2.764248348,0.333333333,0.057142857,0.153846154,0
785,c7d5208fd97b1919a1b5,山东省,1,1,0,1,0,5,5,165,55,农村应届,1,1,0,0,1,681,1,0,0,0,0,3,筑梦,0,0,0,1,0,0.082882883,-0.138719364,0,0,0.025641026,0
793,648948a4b6dab8f6a983,山东省,0,1,0,1,0,1.1,1.2,186,68,城镇应届,1,1,0,0,1,702,1,0,0,0,0,1,博雅,0,1,0,0,0,0.019174898,18.39352772,0,0,0.256410256,0
797,3421dfbd7ec8fbeb197a,山东省,0,1,0,1,0,0.8,0.6,175,65,城镇应届,1,1,0,0,1,696,1,0,0,0,0,1,博雅,0,1,0,0,0,0.452903226,2.492823998,0,0.057142857,0.256410256,0
804,0abcb8360b5f7657cc2e,山东省,1,1,0,1,0,4.6,4.6,163,52,城镇应届,1,1,0,0,1,648,0,0,1,0,0,4,自主,0,1,0,0,0,0.05125,-0.223249681,0,0.028571429,0.205128205,0.103448276
824,5b3c993dcc30495ec7cb,山东省,0,1,0,1,0,4,4,174,62,农村应届,1,1,0,0,1,690,0,1,0,0,0,3,博雅,0,1,0,0,0,0.070934256,-0.185498375,0,0,0.282051282,0
842,7ad8349bdaa01fab29fe,山东省,1,1,0,1,0,5,5.2,173,65,农村应届,1,1,0,0,1,670,0,0,0,1,0,2,筑梦,0,0,0,1,0,0.001052632,-0.262217643,0,0.028571429,0.256410256,0
859,4332e1a7ac26a2ccd8e7,山东省,1,1,0,1,0,5.1,5,165,53,城镇应届,1,1,0,0,1,671,1,0,0,0,0,3,博雅,0,1,0,0,0,0.001949318,-0.262161343,0.333333333,0.085714286,0.128205128,0
863,406745b1f3cf2ab309a2,山东省,1,1,0,1,0,0.7,0.8,166,60,城镇应届,1,0,1,0,1,655,0,1,0,0,0,1,博雅,0,1,0,0,0,0.04172851,1.18E-15,0.333333333,0.057142857,0.153846154,0
873,922dca24495afe0cfca9,山东省,1,1,0,1,0,4.5,4.6,163,50,城镇应届,1,0,1,0,1,618,0,0,1,0,0,2,自主,0,1,0,0,0,0.030927835,-0.209657111,0,0.057142857,0.153846154,0
901,ceb7a1a5d9f24adde73c,山东省,1,1,0,1,0,0.6,0.6,168,51,城镇应届,1,0,1,0,1,634,0,0,1,0,0,2,自主,0,1,0,0,0,0.004694836,1.18E-15,0,0.2,0.230769231,0
954,1c55dd1600e29c37e4da,山东省,1,1,0,1,0,4.9,5,166,54,城镇应届,1,1,0,0,1,688,0,0,0,1,0,1,博雅,0,1,0,0,0,0.05,-0.262245872,0,0.228571429,0.897435897,0.172413793
967,2f601e4cd10aee3abc75,山东省,0,1,0,1,0,4.8,4.8,175,65,城镇应届,1,1,0,0,1,681,1,0,0,0,0,2,自主,0,1,0,0,0,0.011055276,0.345187998,0,0.057142857,0.153846154,0
120,fa035e495f1f264228f3,山西省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,665,1,0,0,0,0,2,博雅,0,1,0,0,0,0.000746269,-0.262244227,0,0.085714286,0.051282051,0.034482759
282,dd5bcb9d623d160daf0c,山西省,0,1,0,1,0,4.2,4.2,179,71,城镇往届,1,0,1,0,1,608,0,0,1,0,0,1,博雅,0,1,0,0,0,0.001936733,-0.262212648,0,0.057142857,0.025641026,0
360,43b7324d4e638fdf8ace,山西省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,670,1,0,0,0,0,1,博雅,0,1,0,0,0,0.002574003,-0.262008843,0,0.228571429,0.102564103,0.379310345
421,4d63992b976580c0a225,山西省,0,1,0,1,0,4.7,4.7,176,65,城镇应届,1,1,0,0,1,671,0,0,0,0,1,3,自主,0,1,0,0,0,0.002493766,-0.26202818,0,0.2,0.282051282,0.24137931
446,afe6bc1332bfe7302f76,山西省,0,1,0,1,0,5.1,5,182,72,城镇应届,1,1,0,0,1,654,1,0,0,0,0,1,博雅,0,1,0,0,0,0.04172851,1.18E-15,0,0.085714286,0.256410256,0.034482759
491,136571a7be1e53b0e390,山西省,0,1,0,1,0,5,5,175,65,农村往届,1,0,1,0,1,596,0,0,1,0,0,0,国防、定向,0,0,1,0,0,0.004310345,-0.262061869,0,0,0,0
500,20bf24eacf3ba06ffc5e,山西省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,658,1,0,0,0,0,1,博雅,0,1,0,0,0,0.002840909,-0.262165795,0,0,0.153846154,0.068965517
504,b6c6e6aaed362e287445,山西省,0,1,0,1,0,5.1,4.3,176,101,城镇应届,1,1,0,0,1,647,1,0,0,0,0,5,博雅,0,1,0,0,0,0.298013245,1.362043177,0,0.257142857,0.743589744,0.482758621
538,b6108a0fa9284838de30,山西省,0,1,0,1,0,0.8,0.9,184,71,农村应届,1,1,0,0,1,676,1,0,0,0,0,0,普通,1,0,0,0,0,0.005940594,-0.261884131,0,0.085714286,0.102564103,0.137931034
585,f198a052ae5048b89ebc,山西省,1,1,0,1,0,,,164,54,城镇应届,1,1,0,0,1,671,1,0,0,0,0,0,普通,1,0,0,0,0,0.006896552,-0.229172603,0,0.2,0.102564103,0
702,01abf9770029ba4b431e,山西省,0,1,0,1,0,,,173,70,城镇应届,1,1,0,0,1,678,1,0,0,0,0,3,博雅,0,1,0,0,0,0.001149425,-0.261975182,0,0.142857143,0.153846154,0
759,85ee332708472f3cccbe,山西省,0,1,0,1,0,0.3,0.6,172,64,城镇应届,1,1,0,0,1,650,0,0,0,0,1,5,自主,0,1,0,0,0,0.285714286,-0.210008635,0,0.057142857,0.230769231,0.034482759
765,c12f6a839738e55fdc0b,山西省,1,1,0,1,0,4.2,4.2,165,55,城镇应届,1,0,1,0,1,598,0,0,1,0,0,1,博雅,0,1,0,0,0,0.016666667,-0.252410788,0,0.085714286,0.179487179,0
830,41b5d12926a83cc72f5e,山西省,1,1,0,1,0,0.9,1.1,163,50,城镇往届,1,0,1,0,1,614,0,0,0,1,0,0,普通,1,0,0,0,0,0.003239741,-0.257340551,0,0,0,0
960,afb99e72f9593b7d5605,山西省,0,1,0,1,0,4.5,4.7,183,85,城镇应届,1,1,0,0,1,648,1,0,0,0,0,5,自主,0,1,0,0,0,0.003921569,-0.240765235,0,0.028571429,0.179487179,0.172413793
975,71acf5fe5f721262f89c,山西省,0,1,0,1,0,5,5,180,65,城镇应届,1,1,0,0,1,605,1,0,0,0,0,5,自主,0,1,0,0,0,0.022222222,-0.256687314,0,0.057142857,0.051282051,0.137931034
38,34f0c17b7a9f78536dbd,陕西省,1,1,0,1,0,,,164,54,城镇应届,1,1,0,0,1,680,1,0,0,0,0,0,国家专项,0,0,1,0,0,0.000621504,-0.261626989,0,0,0.179487179,0
77,598a18338c72fa41f2ce,陕西省,0,1,0,1,0,4.7,4.6,180,62,城镇应届,1,1,0,0,1,699,0,0,0,0,1,1,博雅,0,1,0,0,0,0.04172851,1.18E-15,0,0.114285714,0.256410256,0
212,4fa41199d9d7d06541f3,陕西省,1,1,0,1,0,,,169,58,城镇应届,1,0,1,0,1,661,0,0,0,1,0,1,博雅,0,1,0,0,0,0.001545595,-0.262212578,0,0.028571429,0.128205128,0
252,4c5ffed52f4b80c2ff6b,陕西省,1,1,0,1,0,0.6,0.5,165,55,农村应届,1,1,0,0,1,666,1,0,0,0,0,0,国家专项,0,0,1,0,0,0.015698925,-0.255021913,0,0.142857143,0.153846154,0
338,586b2dce9eb414a2c798,陕西省,0,1,0,1,0,,,183,75,农村应届,1,0,1,0,1,645,0,0,0,1,0,0,国家专项,0,0,1,0,0,0.009715994,-0.259186073,0,0.171428571,0.153846154,0
463,dc2c9d51a7924a984d6a,陕西省,1,1,0,1,0,,,165,55,城镇应届,1,0,1,0,1,662,0,0,1,0,0,0,普通,1,0,0,0,0,0.025,-0.162524471,0,0.142857143,0.333333333,0
488,b0646bf24e5ef367c0ea,陕西省,1,1,0,1,0,4.8,4.8,169,55,城镇应届,1,0,1,0,1,691,0,1,0,0,0,4,博雅,0,1,0,0,0,0.014141414,-0.260750078,0,0.085714286,0.179487179,0
517,bacfb87c79b77cf42543,陕西省,1,1,0,1,0,4.8,4.8,165,50,城镇应届,1,1,0,0,1,711,1,0,0,0,0,1,博雅,0,1,0,0,0,0.01119403,-0.256210918,0,0.028571429,0.256410256,0
537,3c01e782061519eb72bd,陕西省,1,1,0,1,0,4.8,4.8,150,48,城镇应届,1,0,1,0,1,658,0,0,0,1,0,1,博雅,0,1,0,0,0,0.001228501,-0.26197328,0,0.2,0.282051282,0
592,8fe519b6eef341f08ba4,陕西省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,688,1,0,0,0,0,2,博雅,0,1,0,0,0,0.008571429,-0.243530751,0,0.114285714,0.333333333,0.103448276
