,学生ID,生源省市,性别,民族,政治面貌.群众,政治面貌.团员,政治面貌.预备党员,裸眼视力(左),裸眼视力(右),身高,体重,考生类型,外语语种,学科类型.理工,学科类型.文史,学科类型.文理综合,年份,成绩,学部.理学部,学部.经济与管理学部,学部.人文学部,学部.社会科学学部,学部.信息与工程科学部,优惠加分,大类,大类.普通,大类.自招,大类.国防定向等,大类.筑梦,大类.特长生,高三排名,成绩方差,专利数,社会活动,获奖数,竞赛成绩
110,d707d60f59dc3b3de193,贵州省,1,1,0,1,0,4.3,4.7,159,56,农村应届,1,0,1,0,1,687,0,0,0,1,0,1,博雅,0,1,0,0,0,0.00617284,-0.260738761,0,0,0,0
144,0788335bad50c0d09f26,贵州省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,683,0,0,0,0,1,0,普通,1,0,0,0,0,0.009345794,-0.259922925,0,0,0.025641026,0
215,177e7cc61a51c3423557,贵州省,1,0,0,1,0,5.1,4.8,158,51,城镇应届,1,0,1,0,1,688,0,0,0,0,0,0,普通,1,0,0,0,0,0.007142857,-0.136985886,0,0,0.025641026,0
223,ddd4817d64e4f293ab63,贵州省,0,1,0,1,0,,,188,85,城镇应届,1,1,0,0,1,681,0,0,0,0,1,0,国家专项,0,0,1,0,0,0.00060241,-0.261231421,0,0.057142857,0.051282051,0
366,759cb820e4dfc0cfc5ff,贵州省,0,1,0,1,0,4.4,4.5,171,61,农村应届,1,1,0,0,1,664,1,0,0,0,0,3,筑梦,0,0,0,1,0,0.001702611,-0.262236365,0,0.057142857,0.230769231,0
746,0a480fdaf0bc21b98cfe,贵州省,0,0,0,1,0,4.5,4.5,156,49,农村应届,1,0,1,0,1,659,0,0,1,0,0,2,筑梦,0,0,0,1,0,0.076,1.18E-15,0,0.228571429,0.128205128,0
774,3357a83abcb2192a7317,贵州省,1,1,0,1,0,,,168,47,城镇应届,1,0,1,0,1,658,0,0,1,0,0,3,自主,0,1,0,0,0,0.04172851,-0.259983671,0,0.314285714,0.179487179,0
846,01b4e731e10fd4e82659,贵州省,1,0,0,1,0,,,156,44,农村应届,1,0,1,0,1,670,0,0,1,0,0,0,国家专项,0,0,1,0,0,0.004666667,-0.213118494,0,0,0.205128205,0
779,2ba3944727c83e434e2c,海南省,1,1,0,1,0,4.2,4.2,165,55,城镇应届,1,0,1,0,1,931,0,1,0,0,0,5,博雅,0,1,0,0,0,0.04172851,1.18E-15,0,0.028571429,0.128205128,0
3,ef1a837655081da642e6,河北省,0,1,0,1,0,,,177,65,城镇应届,1,0,1,0,1,667,0,0,1,0,0,3,自主,0,1,0,0,0,0.016556291,-0.203311715,0,0.028571429,0.333333333,0
14,9222399166e4c44b283d,河北省,0,1,0,1,0,4.6,4.6,170,55,城镇往届,1,1,0,0,1,688,1,0,0,0,0,0,国家专项,0,0,1,0,0,0.003555556,-0.260519117,0,0.085714286,0,0
238,9e6ab71ff13cc711b6df,河北省,0,1,0,1,0,4.8,5,193,85,城镇应届,1,1,0,0,1,705,0,0,0,0,1,1,博雅,0,1,0,0,0,0.001189061,-0.204616776,0,0.085714286,0.179487179,0.137931034
245,ad790932568430fab70f,河北省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,679,0,0,0,1,0,2,博雅,0,1,0,0,0,0.052980132,-0.235253766,0,0,0.153846154,0.103448276
291,f01943e997c81974c55c,河北省,0,1,0,1,0,0.8,0.9,178,63,城镇应届,1,1,0,0,1,679,0,0,0,0,1,5,自主,0,1,0,0,0,0.015180266,-0.215660639,0,0,0.025641026,0
416,731f32064929f8a75550,河北省,1,1,0,1,0,1,1,165,54,城镇应届,1,1,0,0,1,701,0,0,0,0,1,1,博雅,0,1,0,0,0,0.001,-0.261422439,0,0.028571429,0.205128205,0
456,c8902cdf1b5b6bf7e08c,河北省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,675,1,0,0,0,0,5,自主,0,1,0,0,0,0.065868263,-0.144280856,0,0,0.153846154,0.172413793
532,f84575bd2aab1250c750,河北省,1,1,0,1,0,0.7,0.6,163,51,城镇应届,1,0,1,0,1,674,0,0,0,1,0,0,普通,1,0,0,0,0,0.04172851,1.18E-15,0,0,0.307692308,0
575,0017bda68ec72f8b1ef9,河北省,0,1,0,1,0,1.5,1.5,172,62,城镇应届,1,1,0,0,1,694,0,0,0,0,1,1,自主,0,1,0,0,0,0.019047619,-0.202938894,0,0.114285714,0.179487179,0.034482759
581,49869c835bef93690de6,河北省,0,1,0,1,0,,,180,65,城镇应届,1,1,0,0,1,709,1,0,0,0,0,1,博雅,0,1,0,0,0,0.031578947,0.771145323,0,0.028571429,0.076923077,0
686,c9a54cd89ec494ec5263,河北省,0,1,0,1,0,,,178,62,城镇应届,1,1,0,0,1,688,0,0,0,0,1,5,博雅,0,1,0,0,0,0.002469136,-0.257172725,0,0.085714286,0.230769231,0
692,a2c8533ebab0240ac78f,河北省,0,1,0,1,0,1.3,1.3,180,70,农村应届,1,1,0,0,1,719,0,1,0,0,0,0,普通,1,0,0,0,0,0.04172851,1.18E-15,0,0.028571429,0.076923077,0
760,5c1dced09266c8b1eee0,河北省,0,1,0,1,0,,,184,79,城镇应届,1,1,0,0,1,691,1,0,0,0,0,5,自主,0,1,0,0,0,0.211428571,0.085262796,0,0.057142857,0.076923077,0.172413793
763,060cba9a802efcba5430,河北省,0,1,0,1,0,,,176,67,城镇应届,1,0,1,0,1,670,0,0,1,0,0,0,国防、定向,0,0,1,0,0,0.003460208,-0.261756949,0,0.028571429,0.076923077,0
902,d2afdf404ccb40a71eb7,河北省,0,1,0,1,0,5.1,5.1,174,65,城镇应届,1,1,0,0,1,688,0,0,0,0,1,2,博雅,0,1,0,0,0,0.001602564,-0.262001752,0,0.171428571,0.461538462,0
8,fefcaf838ab0e8212dfd,河南省,0,1,0,1,0,1,1,176,60,农村应届,1,1,0,0,1,651,1,0,0,0,0,4,筑梦,0,0,0,1,0,0.004347826,-0.262220235,0,0.028571429,0.076923077,0
23,f7526c4b0544a70f581e,河南省,0,1,0,1,0,0.8,0.9,176,60,城镇应届,1,1,0,0,1,661,0,0,1,0,0,3,筑梦,0,0,0,1,0,0.002777778,-0.262245872,0,0,0.102564103,0.137931034
102,15dea2af09370689dba0,河南省,1,1,0,1,0,1.5,1.5,165,50,城镇应届,1,1,0,0,1,675,1,0,0,0,0,0,国防、定向,0,0,1,0,0,0.005084746,-0.262004579,0,0,0.102564103,0
112,caafdc2679c2c1d5e039,河南省,0,1,0,1,0,1,1,183,65,城镇应届,1,1,0,0,1,693,0,1,0,0,0,0,普通,1,0,0,0,0,0.080139373,-0.262245872,0,0.057142857,0.128205128,0
136,44104ab93bf0e4794243,河南省,0,1,0,1,0,4.4,4.6,178,65,城镇应届,1,1,0,0,1,660,1,0,0,0,0,2,博雅,0,1,0,0,0,0.0125,-0.260996047,0,0.057142857,0.179487179,0.034482759
182,0a4f6df146781522d08f,河南省,0,1,0,1,0,5,5,178,75,城镇应届,1,1,0,0,1,673,0,0,0,0,1,0,国家专项,0,0,1,0,0,0.015686275,-0.259081953,0,0.142857143,0.205128205,0.172413793
185,ec97cf332f1a1e23e8af,河南省,0,1,0,1,0,4.5,4.6,186,80,农村应届,1,1,0,0,1,685,0,1,0,0,0,0,普通,1,0,0,0,0,0.008333333,-0.259009952,0,0.057142857,0.153846154,0
188,8849b54225417720f3eb,河南省,0,1,0,1,0,4.6,4.7,186,70,农村应届,1,1,0,0,1,676,0,0,0,0,1,1,博雅,0,1,0,0,0,0.002173913,-0.262048149,0,0.057142857,0.102564103,0
224,a04dbefdee9ac7a1474e,河南省,0,1,0,1,0,5.1,5,175,65,城镇应届,1,0,1,0,1,633,0,0,0,1,0,0,普通,1,0,0,0,0,0.003921569,-0.262008359,0,0.142857143,0.307692308,0
229,49942f704cab223ad744,河南省,0,1,0,1,0,,,176,67,农村应届,1,1,0,0,1,666,0,0,0,0,1,2,筑梦,0,0,0,1,0,0.00483871,-0.253249221,0,0,0,0
250,eef070082f73d708403b,河南省,0,1,0,1,0,4.6,4.7,173,63,农村应届,1,1,0,0,1,654,1,0,0,0,0,4,筑梦,0,0,0,1,0,0.001745201,-0.238635657,0,0.057142857,0.128205128,0
263,efee69d692718b4aac3b,河南省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,695,0,0,0,0,1,0,普通,1,0,0,0,0,0.04172851,1.18E-15,0,0.028571429,0.076923077,0
299,3572437d2d07d19a93ea,河南省,1,1,0,1,0,,,164,54,农村应届,1,0,1,0,1,647,0,1,0,0,0,3,筑梦,0,0,0,1,0,0.001136364,-0.260145243,0,0.142857143,0.076923077,0
328,da2504e2b91fb12bd273,河南省,1,1,0,1,0,,,165,50,城镇应届,1,1,0,0,1,683,0,0,1,0,0,0,普通,1,0,0,0,0,0.001666667,-0.261600053,0,0.285714286,0.205128205,0.034482759
361,1382fb5159732f679427,河南省,0,1,0,1,0,,,175,60,农村应届,1,0,1,0,1,628,0,0,0,1,0,0,国家专项,0,0,1,0,0,0.04172851,-0.16503888,0,0.057142857,0.076923077,0
377,9800c3836698cbe49be2,河南省,0,1,0,1,0,1,0.8,188,85,城镇应届,1,1,0,0,1,685,1,0,0,0,0,0,普通,1,0,0,0,0,0.04172851,4.860683732,0,0.028571429,0.102564103,0
485,e5affb731bd4cc351ff0,河南省,0,1,0,1,0,,,175,65,城镇应届,1,1,0,0,1,667,0,0,0,0,1,5,自主,0,1,0,0,0,0.146,0.112920557,0,0.114285714,0.666666667,0.034482759
521,2eb78bacf2a5083f1664,河南省,0,1,0,1,0,1,1,176,68,城镇应届,1,1,0,0,1,683,0,0,1,0,0,0,普通,1,0,0,0,0,0.04172851,1.18E-15,0,0,0.179487179,0.034482759
565,e685c0fcdb1eb73fd0dd,河南省,0,1,0,1,0,,,170,55,农村应届,1,1,0,0,1,686,0,0,0,0,1,0,普通,1,0,0,0,0,0.001694915,-0.262171483,0.333333333,0.085714286,0.153846154,0
572,33375cc6f1f29775ea91,河南省,1,1,0,1,0,,,162,55,城镇应届,1,0,1,0,1,644,0,0,0,1,0,0,普通,1,0,0,0,0,0.002621232,-0.262095687,0,0.057142857,0.153846154,0
584,836c1357cd114a3340ff,河南省,0,1,0,1,0,4.1,4.2,177,58,城镇应届,1,1,0,0,1,682,0,0,0,0,1,2,博雅,0,1,0,0,0,0.001176471,-0.261930538,0,0.114285714,0.205128205,0
601,b6165fee696e0ea56e55,河南省,0,1,0,1,0,4.5,4.5,167,56,农村应届,1,0,1,0,1,639,0,0,0,1,0,0,普通,1,0,0,0,0,0.001875,-0.262238133,0,0,0.025641026,0
619,d48a8c32ec4cf67b9de2,河南省,0,1,0,1,0,1.2,1.2,183,85,城镇应届,1,1,0,0,1,674,0,0,0,0,1,2,博雅,0,1,0,0,0,0.001464129,-0.261711136,0,0.028571429,0.179487179,0.103448276
740,ecc69a3880242c6e3dc3,河南省,0,1,0,1,0,0.2,0.2,183,75,城镇应届,1,1,0,0,1,673,1,0,0,0,0,2,博雅,0,1,0,0,0,0.00141844,-0.260985299,0,0.171428571,0.256410256,0.034482759
930,4f051dd93bfa492134b0,河南省,1,1,0,1,0,0.4,0.6,165,60,城镇应届,1,1,0,0,1,695,0,0,0,1,0,1,博雅,0,1,0,0,0,0.001883239,-0.260981659,0,0.057142857,0.025641026,0
980,7123f2b97848f6f25842,河南省,0,1,0,1,0,1,1,182,65,农村应届,1,1,0,0,1,678,0,0,0,0,1,1,筑梦,0,0,0,1,0,0.000666667,-0.251732738,0,0.028571429,0.051282051,0.068965517
981,44a34aedebfdb3e4d6b3,河南省,1,1,0,1,0,,,164,54,城镇应届,1,0,1,0,1,634,0,0,0,1,0,0,普通,1,0,0,0,0,0.333333333,0.805419521,0,0.028571429,0,0
19,093ca7c821652c08240e,黑龙江省,1,1,0,1,0,0.6,0.6,161,38,城镇应届,1,0,1,0,1,618,0,0,1,0,0,0,国家专项,0,0,1,0,0,0.234615385,0.599488683,0,0,0.102564103,0
43,7b66b76aac857824b75a,黑龙江省,1,1,0,1,0,4.3,4.3,165,47,城镇应届,1,0,1,0,1,628,0,0,0,1,0,1,博雅,0,1,0,0,0,0.013904983,-0.244719917,0,0.057142857,0.051282051,0
199,b400c00cc2ec66605733,黑龙江省,0,0,0,1,0,5,5,178,67,城镇应届,1,1,0,0,1,666,0,0,0,0,1,3,自主,0,1,0,0,0,0.001386963,-0.262212451,0,0.085714286,0.256410256,0.103448276
234,45ab8dec3b44b6a76c18,黑龙江省,0,0,0,1,0,0.7,0.8,173,62,城镇应届,1,1,0,0,1,681,0,0,0,0,1,2,博雅,0,1,0,0,0,0.001472754,-0.261689669,0,0.057142857,0.205128205,0
242,da1e7a1c326ebb11f042,黑龙江省,1,1,0,1,0,4.3,4.8,165,48,农村应届,1,0,1,0,1,597,0,0,0,1,0,0,国家专项,0,0,1,0,0,0.017241379,-0.259028029,0,0,0.025641026,0
285,b3e77ebec7658ba050b3,黑龙江省,0,1,0,1,0,0.5,0.5,175,60,城镇应届,1,1,0,0,1,688,0,1,0,0,0,2,博雅,0,1,0,0,0,0.003571429,-0.262115804,0,0.057142857,0.256410256,0
297,e965445fec77a1d27e09,黑龙江省,0,1,0,1,0,0.8,0.8,183,80,城镇应届,1,1,0,0,1,685,0,0,0,0,1,4,博雅,0,1,0,0,0,0.002352941,-0.262184995,0,0,0.256410256,0
380,a722302597ec29666326,黑龙江省,0,1,0,1,0,4.4,4.3,175,77,城镇应届,1,1,0,0,1,691,0,1,0,0,0,4,博雅,0,1,0,0,0,0.007956989,-0.261551907,0,0.171428571,0.153846154,0.034482759
388,399718be25cca7844000,黑龙江省,1,1,0,1,0,4.2,4.4,173,56,城镇应届,1,0,1,0,1,629,0,1,0,0,0,4,博雅,0,1,0,0,0,0.066071429,-0.262245872,0,0.085714286,0.153846154,0
468,34b50368da64528ac684,黑龙江省,0,1,0,1,0,,,172,60,城镇应届,1,1,0,0,1,682,0,0,0,0,1,2,博雅,0,1,0,0,0,0.04109589,-0.262245872,0,0,0.128205128,0
566,63bf3ed035fa5f731ce4,黑龙江省,0,1,0,1,0,4.8,5,190,85,城镇应届,1,1,0,0,1,665,1,0,0,0,0,2,自主,0,1,0,0,0,0.003322259,-0.26095292,0,0,0.102564103,0.103448276
627,8e8d31be33323d927672,黑龙江省,0,1,0,1,0,4.6,4.7,175,54,城镇应届,1,1,0,0,1,663,1,0,0,0,0,3,博雅,0,1,0,0,0,0.182175623,0.657469427,0,0.085714286,0.128205128,0.137931034
646,fddcd0f299529a74b717,黑龙江省,0,1,0,1,0,1,1,181,95,城镇应届,1,1,0,0,1,669,1,0,0,0,0,4,博雅,0,1,0,0,0,0.057364341,-0.212301902,0,0,0.205128205,0
781,babe64fe895f42309991,黑龙江省,0,1,0,1,0,1.5,1.5,173,60,城镇应届,1,0,1,0,1,614,0,0,0,1,0,1,博雅,0,1,0,0,0,0.000689655,-0.255223207,0,0.085714286,0.128205128,0
872,2987f2df854cd5c1c480,黑龙江省,0,1,0,1,0,4.8,4.8,180,62,城镇应届,1,0,1,0,1,637,0,0,0,0,0,0,普通,1,0,0,0,0,0.025352113,-0.232754711,0,0.057142857,0.051282051,0
882,bd4b991ee75155a801bd,黑龙江省,1,1,0,1,0,4.7,4.8,173,52,城镇应届,1,0,1,0,1,613,0,0,1,0,0,1,博雅,0,1,0,0,0,0.018716578,-0.252953651,0,0,0.076923077,0
990,46a7db5bb540f84fe6e3,黑龙江省,1,1,0,1,0,4.7,4.8,172,64,城镇应届,1,0,1,0,1,622,0,0,0,1,0,2,博雅,0,1,0,0,0,0.004664179,-0.262133816,0,0.257142857,0.230769231,0
2,2180875a7b5c7dda9718,湖北省,0,1,0,1,0,0.6,0.6,180,75,城镇应届,1,1,0,0,1,698,0,0,0,0,0,1,博雅,0,1,0,0,0,0.016129032,-0.252412571,0,0,0.179487179,0.034482759
36,6f7347f6eed315786869,湖北省,0,1,0,1,0,4.9,4.9,172,54,城镇应届,1,1,0,0,1,701,0,1,0,0,0,1,博雅,0,1,0,0,0,0.001176471,-0.26032056,0,0,0.333333333,0.482758621
90,e45f891a35ec8e66d989,湖北省,0,1,0,1,0,,,179,67,城镇应届,1,1,0,0,1,674,0,0,0,0,1,5,自主,0,1,0,0,0,0.013011152,-0.260466283,0,0.057142857,0.076923077,0
130,7eca82a2a35ba641f1a9,湖北省,1,1,0,1,0,1,0.8,168,52,城镇应届,1,0,1,0,1,632,0,0,0,1,0,1,博雅,0,1,0,0,0,0.005555556,-0.249697226,0,0.057142857,0.205128205,0.068965517
202,9204bf1ce25122be996b,湖北省,0,1,0,1,0,4.7,4.7,175,70,城镇应届,0,1,0,0,1,673,1,0,0,0,0,2,博雅,0,1,0,0,0,0.042253521,1.025078883,0,0.057142857,0.128205128,0
240,36196544e7e856e4f03e,湖北省,0,1,0,1,0,4.7,4.7,177,85,城镇应届,1,1,0,0,1,659,0,0,0,0,1,5,自主,0,1,0,0,0,0.04172851,1.18E-15,0,0.114285714,0.179487179,0
292,a4708466bb888bea4658,湖北省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,673,1,0,0,0,0,4,博雅,0,1,0,0,0,0.125714286,-0.10685371,0,0,0.128205128,0
294,56c8361d710003ea5f31,湖北省,1,1,0,1,0,5,5.1,165,55,城镇应届,1,0,1,0,1,624,0,0,0,1,0,3,博雅,0,1,0,0,0,0.030991736,-0.254699226,0,0.2,0.179487179,0
375,428a8828967370d55f57,湖北省,0,0,0,1,0,1.5,1.5,168,58,农村应届,1,1,0,0,1,665,0,0,0,0,1,4,筑梦,0,0,0,1,0,0.002463054,-0.18033484,0,0,0.076923077,0.103448276
401,0543d06645d0d8c3e666,湖北省,0,1,0,1,0,,,172,65,农村应届,1,1,0,0,1,665,1,0,0,0,0,2,筑梦,0,0,0,1,0,0.12369338,-0.262245872,0,0,0.051282051,0.103448276
457,3dd1933d7c4a62bb1f66,湖北省,1,0,0,1,0,4.4,4.1,165,51,城镇应届,1,0,1,0,1,631,0,0,0,1,0,0,普通,1,0,0,0,0,0.087741935,-0.255248775,0,0.114285714,0.076923077,0
460,e3af2e5adf632be2ace4,湖北省,1,1,0,1,0,,,164,54,城镇应届,1,0,1,0,1,638,0,0,0,1,0,5,博雅,0,1,0,0,0,0.072289157,0.028873385,0,0.057142857,0.076923077,0.034482759
483,48ae40d80d346d81b02c,湖北省,1,1,0,1,0,,,164,54,城镇应届,1,0,1,0,1,646,0,0,1,0,0,4,博雅,0,1,0,0,0,0.046428571,-0.262245872,0,0,0.230769231,0
548,a6986423728fcb1b0a58,湖北省,0,1,0,1,0,1,0.4,180,75,城镇应届,1,1,0,0,1,686,0,0,0,0,1,3,博雅,0,1,0,0,0,0.008650519,-0.26145309,0,0.371428571,0.282051282,0.413793103
673,ad9e27199ca0603d7a1d,湖北省,0,1,0,1,0,,,178,65,城镇应届,1,1,0,0,1,685,1,0,0,0,0,0,国防、定向,0,0,1,0,0,0.005063291,1.279262559,0,0,0.076923077,0.068965517
694,f02281f425b342a45518,湖北省,0,1,0,1,0,4.8,4.8,162,55,农村应届,1,1,0,0,1,678,0,0,0,0,1,0,国家专项,0,0,1,0,0,0.001881468,-0.259769289,0,0,0,0
714,f4ef63ec5d7630bd3d5e,湖北省,0,1,0,1,0,5.1,5.1,172,67,农村往届,1,1,0,0,1,624,0,0,0,0,0,0,国防、定向,0,0,1,0,0,0.007407407,-0.261756198,0,0,0,0
719,cc2ae4442abfd99f5fa2,湖北省,1,0,0,1,0,1.2,1.5,160,57,城镇应届,1,0,1,0,1,631,0,0,0,0,0,0,普通,1,0,0,0,0,0.00125,-0.256633304,0,0.085714286,0.128205128,0
841,6745716f0400b7db4a11,湖北省,0,1,0,1,0,,,175,70,城镇应届,1,1,0,0,1,644,0,0,1,0,0,4,自主,0,1,0,0,0,0.001226994,-0.262155431,0,0.228571429,0.256410256,0.206896552
881,07fe36666ab441f3f35a,湖北省,0,1,0,1,0,0.15,0.12,177,68,农村应届,1,1,0,0,1,685,0,0,0,0,1,3,博雅,0,1,0,0,0,0.077669903,0.383986448,0,0.085714286,0.128205128,0
885,ca34a8345cc1cfc06804,湖北省,1,1,0,1,0,4.8,4.8,159,50,城镇应届,1,0,1,0,1,639,0,0,1,0,0,0,普通,1,0,0,0,0,0.007594937,-0.261273379,0,0.028571429,0.102564103,0
948,994d27bfcd1754d08245,湖北省,0,1,0,1,0,,,180,65,城镇应届,1,1,0,0,1,694,1,0,0,0,0,0,普通,1,0,0,0,0,0.021518987,-0.256020173,0,0.228571429,0.102564103,0
994,01c57f75f8c4037992f7,湖北省,0,1,0,1,0,4.8,4.6,178,58,农村应届,1,0,1,0,1,627,0,0,1,0,0,2,自主,0,1,0,0,0,0.076,1.18E-15,0,0.057142857,0.025641026,0
6,1cf7548cc40b0b79f64e,湖南省,1,1,0,1,0,0.2,0.2,162,55,农村应届,1,1,0,0,1,672,1,0,0,0,0,1,筑梦,0,0,0,1,0,0.00130719,-0.262217564,0,0,0.025641026,0.103448276
25,e3d01867f48e5ecfd3d2,湖南省,1,1,0,1,0,,,162,56,城镇应届,1,0,1,0,1,643,0,0,1,0,0,0,普通,1,0,0,0,0,0.137142857,2.697285218,0,0.428571429,0.307692308,0
29,b666761dd6fc0c0be18d,湖南省,0,0,0,1,0,4.4,4.5,172,78,城镇应届,1,1,0,0,1,660,0,0,0,0,1,1,自主,0,1,0,0,0,0.05518018,-0.209859804,0,0.028571429,0.461538462,0.034482759
44,311061291a8a0d341365,湖南省,1,0,0,0,1,,,163,120,城镇应届,1,0,1,0,1,633,0,0,0,1,0,0,国家专项,0,0,1,0,0,0.001845018,-0.262233057,0,0.028571429,0.128205128,0
86,e692478d4822fc13d931,湖南省,0,1,0,1,0,,,175,62,城镇应届,1,1,0,0,1,659,0,0,0,0,1,3,博雅,0,1,0,0,0,0.001,-0.261780309,0,0.085714286,0.102564103,0
156,81602a9ce7ef395a9abd,湖南省,0,1,0,1,0,0.5,0.6,175,51,城镇应届,1,1,0,0,1,625,0,0,0,0,1,5,自主,0,1,0,0,0,0.001135074,-0.262200489,0,0,0.128205128,0.137931034
231,96f75c38590c7a634cd9,湖南省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,655,1,0,0,0,0,5,自主,0,1,0,0,0,0.005033557,-0.260985398,0,0,0.051282051,0.172413793
233,38778da38725c24e9847,湖南省,0,1,0,1,0,4.6,4.8,178,78,城镇应届,1,1,0,0,1,679,1,0,0,0,0,5,自主,0,1,0,0,0,0.041811847,-0.262245872,0,0,0.051282051,0.172413793
265,3c671cad5cdcedf4e17a,湖南省,0,1,0,1,0,0.8,0.6,178,70,城镇应届,1,1,0,0,1,645,1,0,0,0,0,5,自主,0,1,0,0,0,0.002777778,0.85310935,0,0.028571429,0.128205128,0.103448276
283,bfe481414d45fd350119,湖南省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,630,0,0,0,0,1,5,自主,0,1,0,0,0,0.04172851,-0.262151584,0,0.057142857,0.102564103,0.379310345
344,fb5c136df18019dedade,湖南省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,678,0,0,0,0,0,5,自主,0,1,0,0,0,0.006756757,-0.240038412,0,0,0.256410256,0.413793103
437,fa82cc95f0023a0549de,湖南省,0,0,0,1,0,0.8,0.8,176,65,城镇应届,1,0,1,0,1,631,0,0,0,1,0,1,博雅,0,1,0,0,0,0.0024,-0.262184029,0,0.114285714,0.230769231,0
499,76547bf7433b31268806,湖南省,0,1,0,1,0,4.1,4.3,180,60,城镇应届,1,1,0,0,1,623,1,0,0,0,0,5,自主,0,1,0,0,0,0.258928571,0.049342785,0,0.114285714,0.153846154,0.103448276
506,c86747bc77b270a67976,湖南省,1,0,0,1,0,0.8,0.8,167,49,城镇应届,1,0,1,0,1,614,0,0,0,1,0,0,国家专项,0,0,1,0,0,0.026666667,1.133922339,0,0.085714286,0.205128205,0
531,99ea4253e4b5496b2ead,湖南省,1,1,0,1,0,,,165,53,农村应届,1,0,1,0,1,627,0,0,1,0,0,1,筑梦,0,0,0,1,0,0.003745318,0.391984467,0,0.057142857,0.384615385,0
580,76c6221ad795ba1fbce7,湖南省,1,0,0,1,0,4.6,4.6,163,54,城镇应届,1,0,1,0,1,644,0,0,1,0,0,0,普通,1,0,0,0,0,0.034303534,-0.242777183,0,0.142857143,0.179487179,0
582,b734890408bef6460f29,湖南省,1,0,0,1,0,4.2,4.2,154,60,农村应届,1,0,1,0,1,617,0,0,1,0,0,0,国家专项,0,0,1,0,0,0.017142857,-0.254044169,0,0.057142857,0.076923077,0
620,21405945d1397eec3316,湖南省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,582,1,0,0,0,0,5,自主,0,1,0,0,0,0.000904159,-0.262181453,0,0,0.153846154,0
750,52fe94cd20952f76cf01,湖南省,0,1,0,1,0,0.6,0.6,184,89,城镇应届,1,1,0,0,1,656,1,0,0,0,0,5,自主,0,1,0,0,0,0.004530011,4.340714709,0,0.057142857,0.153846154,0.068965517
769,76aa460e8d99588bea2d,湖南省,1,1,0,1,0,4.3,4.3,174,59,城镇应届,1,1,0,0,1,688,0,1,0,0,0,2,博雅,0,1,0,0,0,0.014213198,-0.258125024,0,0.228571429,0.384615385,0
786,898e12c341494e92d9c5,湖南省,0,1,0,1,0,0.8,0.8,172,69,城镇应届,1,1,0,0,1,647,1,0,0,0,0,3,博雅,0,1,0,0,0,0.009355509,0.026940186,0,0.114285714,0.102564103,0
790,9370691d3dcdb813fef6,湖南省,0,1,0,1,0,4.8,4.8,170,55,城镇应届,1,1,0,0,1,628,0,0,1,0,0,5,自主,0,1,0,0,0,0.008333333,-0.115763909,0,0.571428571,0.384615385,0
829,17b549a0588fee0bae68,湖南省,0,1,0,1,0,,,165,52,农村应届,1,1,0,0,1,679,0,0,0,0,0,0,普通,1,0,0,0,0,0.045283019,-0.241214206,0,0.057142857,0.102564103,0
867,57d825d33ae028ed96a0,湖南省,0,1,0,1,0,,,176,67,城镇应届,1,0,1,0,1,650,0,0,0,0,0,0,普通,1,0,0,0,0,0.067256637,-0.181970995,0.333333333,0.2,0.512820513,0
913,5ede31a12a20e8ee35f3,湖南省,0,1,0,1,0,,,176,67,城镇应届,1,1,0,0,1,678,0,1,0,0,0,2,博雅,0,1,0,0,0,0.038,-0.214025474,0,0.228571429,0.153846154,0.103448276
916,fb35650da043b6d689d6,湖南省,1,1,0,1,0,,,164,54,城镇应届,1,1,0,0,1,603,0,0,0,0,1,5,自主,0,1,0,0,0,0.004926108,-0.235048349,0,0.057142857,0.102564103,0.103448276
943,5858a4a018e3a16c270f,湖南省,0,1,1,0,0,,,176,67,城镇应届,1,1,0,0,1,626,1,0,0,0,0,5,自主,0,1,0,0,0,0.013333333,-0.261796451,0,0,0.025641026,0.103448276
993,b6e73026a2834297aa57,湖南省,1,1,0,1,0,0.8,0.8,163,54,城镇应届,1,1,0,0,1,674,0,0,0,0,1,2,博雅,0,1,0,0,0,0.003333333,-0.258057183,0,0.2,0.205128205,0
52,dcaab860589bdf558a95,吉林省,0,1,0,1,0,5,5,181,95,城镇应届,1,1,0,0,1,664,0,0,0,0,1,5,自主,0,1,0,0,0,0.04172851,1.18E-15,0,0,0.179487179,0.206896552
105,13d1d97002aac017e86a,吉林省,0,1,0,1,0,5,5,172,53,城镇应届,1,1,0,0,1,703,0,0,0,0,1,0,普通,1,0,0,0,0,0.000794281,-0.262071484,0,0,0.128205128,0
243,1d7b89d433bb18d82a60,吉林省,0,1,0,1,0,4.5,4.5,178,78,城镇应届,1,1,0,0,1,701,0,1,0,0,0,5,博雅,0,1,0,0,0,0.013333333,0.075691647,0,0.171428571,0.205128205,0.068965517
